Ticket,OpenTime,Action,Size,Symbol,OpenPrice,Unused,Unused,CloseTime,ClosePrice,Unused,Unused,PL,Unused,Unused
205,2026-02-06 16:00:00,Buy,1.009991,ETH_1h_london,$1980.22,,,2026-02-07 09:00:00,$2017.82,,,$36.16,,,
206,2026-02-18 16:00:00,Buy,1.007655,ETH_1h_london,$1984.81,,,2026-02-19 09:00:00,$1969.35,,,$-17.37,,,
207,2026-03-04 08:00:00,Buy,0.996531,ETH_1h_london,$2006.96,,,2026-03-04 09:00:00,$2063.60,,,$54.61,,,
208,2026-03-06 08:00:00,Buy,0.960008,ETH_1h_london,$2083.32,,,2026-03-06 09:00:00,$2075.91,,,$-8.90,,,
209,2026-03-11 16:00:00,Buy,0.975186,ETH_1h_london,$2050.89,,,2026-03-12 09:00:00,$2047.77,,,$-4.84,,,
210,2026-03-14 08:00:00,Buy,0.962494,ETH_1h_london,$2077.94,,,2026-03-14 09:00:00,$2074.19,,,$-5.41,,,
211,2026-03-24 15:00:00,Buy,0.937406,ETH_1h_london,$2133.55,,,2026-03-25 09:00:00,$2175.59,,,$37.60,,,
212,2026-04-11 08:00:00,Buy,0.893880,ETH_1h_london,$2237.44,,,2026-04-11 09:00:00,$2233.45,,,$-5.36,,,
213,2026-04-29 14:00:00,Buy,0.863463,ETH_1h_london,$2316.25,,,2026-04-30 09:00:00,$2259.53,,,$-50.76,,,
214,2026-05-05 08:00:00,Buy,0.840634,ETH_1h_london,$2379.16,,,2026-05-05 09:00:00,$2380.11,,,$-0.99,,,
215,2026-05-11 16:00:00,Buy,0.863672,ETH_1h_london,$2315.69,,,2026-05-12 09:00:00,$2293.61,,,$-20.86,,,
216,2026-05-15 08:00:00,Buy,0.886827,ETH_1h_london,$2255.23,,,2026-05-15 09:00:00,$2263.95,,,$5.93,,,
217,2026-06-29 16:00:00,Buy,1.273566,ETH_1h_london,$1570.39,,,2026-06-30 09:00:00,$1589.50,,,$22.52,,,
218,2026-06-30 16:00:00,Buy,1.281483,ETH_1h_london,$1560.69,,,2026-07-01 09:00:00,$1575.87,,,$17.65,,,
219,2026-07-11 08:00:00,Buy,1.112149,ETH_1h_london,$1798.32,,,2026-07-11 09:00:00,$1798.30,,,$-1.82,,,
220,2026-07-16 14:00:00,Buy,1.068568,ETH_1h_london,$1871.66,,,2026-07-17 09:00:00,$1826.15,,,$-50.41,,,
